,artist_name,popularity,track_id,track_name,uri,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0,SZA,92,3YJJjQPAbDT7mGpX3WtQ9A,Good Days,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,0.499,0.436,279204,0.655,8.1e-06,1,0.688,-8.37,0,0.0583,121.002,4,0.412
1,Hammock,35,51TAp7p7B3xboCl5HWmEkF,Longest Year - 2020,spotify:artist:0VOR7Ie9xUSb45fzIIVJQ1,0.7,0.0692,533707,0.285,0.673,2,0.199,-14.854,1,0.0482,78.572,4,0.0312
2,24kGoldn,95,3tjFYV6RSFtuktYl3ZtYcq,Mood (feat. iann dior),spotify:artist:6fWVd57NKTalqvmjRd2t8Z,0.221,0.7,140526,0.722,0.0,7,0.272,-3.558,0,0.0369,90.989,4,0.756
3,Hammock,40,79hqdNpnWPVVxmZiDfKaIL,Dark Beyond the Blue - 2020,spotify:artist:0VOR7Ie9xUSb45fzIIVJQ1,0.729,0.2,325680,0.282,0.887,2,0.0837,-19.803,0,0.0468,74.381,3,0.0372
4,CJ,93,5vGLcdRuSbUhD8ScwsGSdA,Whoopty,spotify:artist:7arQA31aZVS8yS6zUveWzb,0.19,0.711,123429,0.598,0.0,3,0.15,-7.621,0,0.182,140.175,4,0.737
5,Mads & Co.,4,1E7kvOufjivgCGLETpjvFs,Year 2020,spotify:artist:1Zr86U3TuL6n1VkmENnPCm,0.944,0.372,176000,0.0803,1.93e-05,2,0.107,-15.213,1,0.0383,126.553,4,0.144
6,Ariana Grande,94,35mvY5S1H3J2QZyna3TFe0,positions,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,0.468,0.737,172325,0.802,0.0,0,0.0931,-4.771,1,0.0878,144.015,4,0.682
7,Chicane,11,14rh4oxIMe4fpzWKU4c55d,Halcyon (Year in Review 2020) - 2020 Anniversary Rework,spotify:artist:5GxyeQagayzZOg4UwffQlD,0.0012,0.632,218655,0.632,0.936,9,0.0984,-10.53,0,0.0386,125.116,4,0.0803
8,Ariana Grande,92,6Im9k8u9iIzKMrmV7BWtlF,34+35,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,0.237,0.83,173711,0.585,0.0,0,0.248,-6.476,1,0.094,109.978,4,0.485
9,Armin van Buuren,26,6BMhvxuuCm1QAxYVrFuPZU,A State Of Trance (ASOT 996) - A State Of Trance Tune Of The Year 2020,spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.0964,0.645,32000,0.852,0.0,11,0.278,-7.289,0,0.374,137.985,3,0.737
10,The Kid LAROI,93,27OeeYzk6klgBh83TSvGMA,WITHOUT YOU,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,0.213,0.662,161385,0.413,0.0,0,0.134,-7.357,1,0.0299,93.005,4,0.467
11,Tinlicker,13,07GL1YxvvKZLtVn3JYkLSz,Children (Year in Review 2020),spotify:artist:5EmEZjq8eHEC6qFnT63Lza,0.00629,0.565,205407,0.855,0.812,6,0.116,-11.558,1,0.04,126.216,4,0.0383
12,The Weeknd,95,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,0.00146,0.514,200040,0.73,9.54e-05,1,0.0897,-5.934,1,0.0598,171.005,4,0.334
13,Armin van Buuren,28,3BhzJoBiQ227D912eRPhuQ,"A State Of Trance (ASOT 995) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 1",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.122,0.678,31750,0.529,0.0,10,0.46,-7.468,1,0.363,130.26,4,0.921
14,Pop Smoke,90,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby),spotify:artist:0eDvMgVFoNV3TpwtrVCoTj,0.114,0.823,190476,0.586,0.0,6,0.193,-6.606,0,0.2,125.971,4,0.347
15,Fonzerelli,14,0uB2XmHTfO1DqZPaHAFa78,Hope (Year in Review 2020),spotify:artist:44mpjgezw6zCJEJ8GXzz4k,0.0103,0.71,135755,0.703,0.845,10,0.084,-10.219,0,0.0436,127.292,4,0.368
16,Billie Eilish,92,54bFM56PmE4YLRnqpW6Tha,Therefore I Am,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,0.218,0.889,174321,0.34,0.13,11,0.055,-7.773,0,0.0697,94.009,4,0.716
17,Armin van Buuren,28,1bJG34rBXF6dtTMpgQyAPE,"A State Of Trance (ASOT 995) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 2",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.00021,0.261,31620,0.891,1.44e-05,7,0.293,-6.621,1,0.225,131.767,4,0.934
18,Pop Smoke,91,1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,spotify:artist:0eDvMgVFoNV3TpwtrVCoTj,0.65,0.709,160000,0.548,1.59e-06,10,0.133,-8.493,1,0.353,83.995,4,0.543
19,Bandēs,11,2MMMRGTs2aApnLlcgb4nQk,Borealis (Year in Review 2020),spotify:artist:7vcT2s2G1IlCiIP3OBA8Af,0.0176,0.481,199475,0.85,0.861,6,0.209,-11.561,0,0.0351,125.124,4,0.271
20,Cardi B,90,4Oun2ylbjFKMPTiaSbbCih,WAP (feat. Megan Thee Stallion),spotify:artist:4kYSro6naA4h99UJvo89HB,0.0194,0.935,187541,0.454,0.0,1,0.0824,-7.509,1,0.375,133.073,4,0.357
21,Armin van Buuren,27,44b9NSmpDxEHDV3PBca9T1,"A State Of Trance (ASOT 995) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 3",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.00931,0.578,32340,0.522,0.0,2,0.298,-7.157,0,0.362,132.724,3,0.75
22,Drake,88,2SAqBLGA283SUiwJ3xOUVI,Laugh Now Cry Later (feat. Lil Durk),spotify:artist:3TVXtAsR1Inumwj472S9r4,0.244,0.761,261493,0.518,3.47e-05,0,0.107,-8.871,1,0.134,133.976,4,0.522
23,Armin van Buuren,10,258Qvimy5hnbACEbOshAR0,Illusion (Year in Review 2020),spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.00835,0.614,167746,0.757,0.84,5,0.112,-11.916,0,0.0366,125.975,4,0.142
24,Juice WRLD,87,2U5WueTLIK5WJLD7mvDODv,Wishing Well,spotify:artist:4MCBfE4596Uoi2O4DtmEMz,0.00336,0.65,194621,0.613,0.0,9,0.267,-6.13,0,0.128,149.972,4,0.0804
25,Armin van Buuren,26,0E6JG0zasoAzGWM6uf53mr,"A State Of Trance (ASOT 995) - Tune Of The Year 2020 Special Episode, Pt. 1",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.0582,0.583,31540,0.879,0.0,6,0.3,-7.717,0,0.325,130.629,4,0.615
26,Lil Nas X,90,6zFMeegAMYQo0mt8rXtrli,HOLIDAY,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,0.12,0.81,154998,0.511,0.0,5,0.0832,-6.924,0,0.164,151.947,4,0.837
27,Yotto,10,1wr3qOc3GvJc23FTo7TSKL,Tarantia (Year in Review 2020),spotify:artist:5Dyfxq0ZrFjjeFBdSNxDbo,0.000307,0.496,168786,0.862,0.941,7,0.274,-11.167,1,0.0442,125.132,3,0.206
28,Bad Bunny,94,47EiUVwUp4C9fGccaPuUCS,DÁKITI,spotify:artist:4q3ewBCX7sLwd24euuV69X,0.401,0.731,205090,0.573,5.22e-05,4,0.113,-10.059,0,0.0544,109.928,4,0.145
29,Armin van Buuren,26,3tGDk2LUBujuY52fvT8vax,"A State Of Trance (ASOT 994) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 1",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.282,0.675,33080,0.719,0.0,1,0.609,-6.893,1,0.334,130.582,4,0.815
30,The Weeknd,91,5QO79kh1waicV47BqGRL3g,Save Your Tears,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,0.0212,0.68,215627,0.826,1.24e-05,0,0.543,-5.487,1,0.0309,118.051,4,0.644
31,Spencer Brown,10,0AvHpqHmHwuYaN78QYlkrF,Ariel (Year in Review 2020),spotify:artist:4L9PX6lwPWo2NeuXL9kyJK,0.0215,0.627,211619,0.924,0.914,10,0.206,-10.944,0,0.0448,127.104,4,0.0361
32,Dua Lipa,89,463CkQjx2Zk1yXoBuierM9,Levitating (feat. DaBaby),spotify:artist:6M2wZ9GZgrQXHCFfjv46we,0.00883,0.702,203064,0.825,0.0,6,0.0674,-3.787,0,0.0601,102.977,4,0.915
33,Armin van Buuren,26,53ajwl5PS1BgR0UJZYdrtf,"A State Of Trance (ASOT 994) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 2",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.00104,0.364,33580,0.875,0.0,6,0.0802,-6.375,0,0.0909,132.955,3,0.666
34,DaBaby,90,7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch),spotify:artist:4r63FhuTkUYltbVAg5TQnk,0.247,0.746,181733,0.69,0.0,11,0.101,-7.956,1,0.164,89.977,4,0.497
35,Ferry Corsten,8,3IebvlZoMLbLssj4HDggvq,Tomorrow (Year in Review 2020),spotify:artist:2ohlvFf9PBsDELdRstPtlP,0.000326,0.545,134980,0.904,0.91,7,0.0988,-10.03,1,0.0467,127.996,4,0.386
36,Tate McRae,91,45bE4HXI0AwGZXfZtMp8JR,you broke me first,spotify:artist:45dkTj5sMRSjrmBSBeiHym,0.786,0.642,169266,0.374,0.0,4,0.0906,-9.386,1,0.0545,124.099,4,0.0799
37,Armin van Buuren,25,0hxNCO70HfA25Vi3fv7J7f,"A State Of Trance (ASOT 994) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 3",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.153,0.597,32250,0.786,0.0,1,0.384,-7.28,1,0.354,83.683,5,0.599
38,Conan Gray,89,4xqrdfXkTW4T0RauPLv3WA,Heather,spotify:artist:4Uc8Dsxct0oMqx0P6i60ea,0.584,0.357,198040,0.425,0.0,5,0.322,-7.301,1,0.0333,102.078,3,0.27
39,Kyau & Albert,9,7d7Oh6FK3mz5SyDb1wR48o,Candy (Year in Review 2020),spotify:artist:0pyi4vNCq5T6GgV1rt7ncc,0.0278,0.562,150001,0.717,0.556,3,0.138,-10.056,1,0.0539,127.965,4,0.276
40,Pop Smoke,86,2r6OAV3WsYtXuXjvJ1lIDi,Hello (feat. A Boogie Wit da Hoodie),spotify:artist:0eDvMgVFoNV3TpwtrVCoTj,0.0187,0.905,190534,0.647,0.0,10,0.282,-5.065,0,0.107,130.97,4,0.367
41,Armin van Buuren,23,4m9wZAb0wtNjjSCosCLVCd,"A State Of Trance (ASOT 993) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 1",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.00644,0.452,33830,0.738,0.0,1,0.375,-6.736,1,0.193,115.737,4,0.761
42,Internet Money,89,02kDW379Yfd5PzW5A6vuGt,Lemonade,spotify:artist:6MPCFvOQv5cIGfw3jODMF0,0.256,0.799,195429,0.66,0.0,1,0.111,-6.153,0,0.079,140.04,4,0.471
43,Pavel Khvaleev,11,3rEc8E8AaAtYzPc7Fwewqc,Everything (Year in Review 2020),spotify:artist:04mfb9WF2sttD7r6SWMYRk,0.167,0.706,187505,0.647,0.869,1,0.195,-11.636,1,0.0417,125.342,3,0.139
44,Machine Gun Kelly,85,7kDUspsoYfLkWnZR7qwHZl,my ex's best friend (with blackbear),spotify:artist:6TIYQ3jFPwQSRmorSezPxX,0.00473,0.731,139461,0.675,0.0,5,0.141,-5.134,0,0.0434,124.939,4,0.298
45,Armin van Buuren,23,6mmttSQV7qJX80VGgFCOzV,"A State Of Trance (ASOT 993) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 2",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.00614,0.574,31830,0.731,0.0,7,0.483,-6.616,1,0.121,135.926,1,0.874
46,Taylor Swift,87,0lx2cLdOt3piJbcaXIV74f,willow,spotify:artist:06HL4z0CvFAxyc27GXpf02,0.833,0.392,214707,0.574,0.00179,7,0.145,-9.195,1,0.17,81.112,4,0.529
47,Ben McConnell,9,67giIqrr3JT2brP2Iqun0j,Ziba (Year in Review 2020),spotify:artist:35YX5kjxL5dFfKeP4yWBSl,0.00012,0.583,120059,0.97,0.921,0,0.133,-7.886,0,0.0358,127.915,4,0.325
48,Lil Baby,82,4Iedi94TIaB2GGb1nMB68v,On Me,spotify:artist:5f7VJjfbwm532GiveGC0ZK,0.00327,0.856,135960,0.564,0.0,6,0.134,-6.295,0,0.392,77.972,4,0.483
49,Armin van Buuren,25,57sf9Qm0AXh2AA72tQbwjm,"A State Of Trance (ASOT 995) - Tune Of The Year 2020 Special Episode, Pt. 2",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.0597,0.696,40570,0.727,0.0,11,0.316,-8.107,1,0.235,109.916,3,0.822
50,Juice WRLD,85,2Y0wPrPQBrGhoLn14xRYCG,Come & Go (with Marshmello),spotify:artist:4MCBfE4596Uoi2O4DtmEMz,0.0172,0.625,205485,0.814,0.0,0,0.158,-5.181,1,0.0657,144.991,4,0.535
51,Pierre Blanche,7,6X9dzAp2Kz50KUTf9jQRXD,Dimension (Year in Review 2020),spotify:artist:7sQcLctmMlBV6eBvdcnNgo,0.00211,0.513,209350,0.958,0.871,9,0.059,-8.904,0,0.0504,128.382,4,0.135
52,Ritt Momney,87,6AGOKlMZWLCaEJGnaROtF9,Put Your Records On,spotify:artist:7MPGCB854Qo4alYMOPkBka,0.0563,0.399,210463,0.491,0.00089,6,0.11,-10.778,0,0.0538,91.066,4,0.151
53,FUZZZY,18,2Uj2Vz9s4vcGSmiiiqWADs,Smile Year 2020 Pick up Line,spotify:artist:3lN4hbP6DZaAQTf3qKRQsg,0.766,0.756,179813,0.131,0.0,7,0.136,-13.284,1,0.0467,79.9,4,0.307
54,Justin Bieber,90,4y4spB9m0Q6026KfkAvy9Q,Lonely (with benny blanco),spotify:artist:1uNFoZAHBGtllmzznpCI3s,0.864,0.631,149297,0.239,0.0,11,0.116,-7.071,0,0.0398,79.859,4,0.0927
55,Ilan Bluestone,4,3BxwoNYKK0cdJaanEzueip,Hypnotized (Year in Review 2020),spotify:artist:1yoZuH2j43vVSWsOwYuQyn,0.000617,0.481,264345,0.944,0.053,11,0.112,-8.205,0,0.101,137.974,4,0.215
56,Jack Harlow,83,4DuUwzP4ALMqpquHU0ltAB,Tyler Herro,spotify:artist:2LIk90788K0zvyj2JJVwkJ,0.11,0.794,156498,0.756,0.0,5,0.247,-7.16,0,0.136,123.066,4,0.775
57,Armin van Buuren,22,1Erw27vIC5o4pkOb4nC0Kx,"A State Of Trance (ASOT 992) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 2",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.000487,0.358,32310,0.864,2.67e-05,0,0.322,-6.728,1,0.362,138.467,4,0.786
58,21 Savage,83,5SWnsxjhdcEDc7LJjq9UHk,Runnin,spotify:artist:1URnnhqYAYcrqrcwql10ft,0.00748,0.819,195906,0.626,0.101,10,0.167,-4.574,0,0.202,143.01,4,0.415
59,NOMADsignal,5,5yJ3UvNycqe6GHxg9tmIxk,RBMK (Year in Review 2020),spotify:artist:110f8ZRhJLb8L0cSQ7nenA,0.0285,0.51,162452,0.956,0.81,9,0.252,-9.347,1,0.0613,130.033,3,0.175
60,Juice WRLD,85,5YSHygGN9D0mID1NsVd5my,Reminds Me Of You,spotify:artist:4MCBfE4596Uoi2O4DtmEMz,0.0663,0.613,158033,0.631,0.0,4,0.169,-6.965,1,0.12,149.992,4,0.33
61,Armin van Buuren,21,137DXi38xjPq44uT3npk5f,"A State Of Trance (ASOT 992) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 1",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.0129,0.595,33040,0.589,0.0,7,0.401,-7.49,1,0.324,86.373,4,0.934
62,Polo G,83,1VLtjHwRWOVJiE5Py7JxoQ,Martin & Gina,spotify:artist:6AgTAQt8XS6jRWi4sX7w49,0.345,0.832,132833,0.534,0.0,1,0.165,-7.813,0,0.253,93.924,4,0.116
63,Oliver Smith,6,7pQHdT8t4eOSaS6su4Fm3m,Warehouse (Year in Review 2020),spotify:artist:2Npo4Cfm48M2uKlvxiXMic,0.00148,0.611,177240,0.782,0.000624,8,0.317,-9.331,1,0.0323,129.975,4,0.198
64,Jack Harlow,83,2MbdDtCv5LUVjYy9RuGTgC,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",spotify:artist:2LIk90788K0zvyj2JJVwkJ,0.0631,0.904,227478,0.723,0.0,11,0.185,-5.224,0,0.26,145.013,4,0.835
65,Armin van Buuren,21,4ZLDQDJ8OYBlitjLghJWKI,"A State Of Trance (ASOT 992) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 3",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.00261,0.398,35570,0.888,0.0,6,0.399,-6.211,0,0.363,136.148,4,0.378
66,AJR,78,53BHUFdQphHiZUUG3nx9zn,Bang!,spotify:artist:6s22t5Y3prQHyaHWUN1R1C,0.0183,0.74,170858,0.516,0.0,1,0.0558,-6.233,0,0.0507,139.918,4,0.698
67,Alex Sonata,5,0mkF664NAtdFXjpvtiUNWO,Nebula (Year in Review 2020),spotify:artist:2EEHLxTyGIpu6u3QvC3LCG,0.118,0.423,206753,0.943,0.937,2,0.35,-9.088,1,0.0691,130.011,4,0.0336
68,Justin Bieber,88,5u1n1kITHCxxp8twBcZxWy,Holy (feat. Chance The Rapper),spotify:artist:1uNFoZAHBGtllmzznpCI3s,0.196,0.673,212093,0.704,0.0,6,0.0898,-8.056,1,0.36,86.919,4,0.372
69,Armin van Buuren,21,3XjZbwTQxq2EaFQUSUwozE,"A State Of Trance (ASOT 991) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 2",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.000251,0.432,32670,0.93,0.000348,6,0.394,-7.056,0,0.161,132.928,3,0.683
70,Shawn Mendes,89,2Z8yfpFX0ZMavHkcIeHiO1,Monster (Shawn Mendes & Justin Bieber),spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,0.0676,0.652,178994,0.383,0.0,2,0.0828,-7.076,0,0.0516,145.765,4,0.549
71,3LAU,7,5FBClZYByPV9txIHQClvi6,Tokyo (Year in Review 2020),spotify:artist:4YLQaW1UU3mrVetC8gNkg5,0.000189,0.496,215935,0.993,0.0551,5,0.0861,-6.802,1,0.073,128.939,4,0.103
72,Bad Bunny,93,2XIc1pqjXV3Cr2BQUGNBck,LA NOCHE DE ANOCHE,spotify:artist:4q3ewBCX7sLwd24euuV69X,0.0303,0.856,203201,0.618,0.0,7,0.0866,-4.892,1,0.286,81.993,4,0.391
73,Armin van Buuren,21,4fKTb9Rb4HfjoswfQBTJxF,"A State Of Trance (ASOT 991) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 1",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.0224,0.593,32080,0.483,0.0,5,0.723,-7.417,0,0.202,130.539,3,0.814
74,DaBaby,81,4Z5FyQlevoHoa5FsIVKZju,PRACTICE,spotify:artist:4r63FhuTkUYltbVAg5TQnk,0.0239,0.849,122587,0.536,0.0,1,0.126,-7.307,1,0.349,141.964,4,0.308
75,Saad Ayub,5,5nsX4ziyVPtv9yOPZiaWNN,Flashback (Year in Review 2020),spotify:artist:2ulEOi17CGvnTNd9RpY9AR,0.0767,0.528,162450,0.873,0.841,9,0.454,-9.389,0,0.0341,129.966,4,0.301
76,Luke Combs,80,6IBcOGPsniK3Pso1wHIhew,Forever After All,spotify:artist:718COspgdWOnwOFpJHRZHS,0.191,0.487,232533,0.65,0.0,0,0.0933,-5.195,1,0.0253,151.964,4,0.456
77,Armin van Buuren,21,7bPhqHzOvdsw5y6reuJz52,"A State Of Trance (ASOT 991) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 3",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.434,0.727,38330,0.767,0.0,0,0.532,-7.291,1,0.536,127.471,1,0.969
78,Powfu,87,7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),spotify:artist:6bmlMHgSheBauioMgKv2tn,0.731,0.726,173333,0.431,0.0,8,0.696,-8.765,0,0.135,144.026,4,0.348
79,Gai Barone,6,1RVnwJ59KrQ2gwgulz4HJj,Unicorn (Year in Review 2020),spotify:artist:6ITKskiAcS4w9egVKClT7e,0.0266,0.642,210349,0.748,0.534,0,0.288,-11.691,1,0.0445,130.06,5,0.568
80,21 Savage,81,4Q34FP1AT7GEl9oLgNtiWj,Mr. Right Now (feat. Drake),spotify:artist:1URnnhqYAYcrqrcwql10ft,0.231,0.647,193839,0.667,0.0,5,0.133,-5.563,1,0.304,172.08,4,0.704
81,Ema Spatula,29,6s0QJ4tfTOkkkOMQz8HCrg,Year 2020,spotify:artist:6N2Yy7H27xS5Ulsyh0AkXL,0.165,0.699,83853,0.558,0.883,9,0.0932,-14.713,1,0.0541,99.996,4,0.398
82,Taylor Swift,83,0sY6ZUTh4yoctD8VIXz339,champagne problems,spotify:artist:06HL4z0CvFAxyc27GXpf02,0.92,0.462,244000,0.24,0.0,0,0.113,-12.077,1,0.0377,171.319,4,0.32
83,Markus Schulz,5,2o8zYSUGoJcTPMroa2zyGp,Escape (Year in Review 2020),spotify:artist:6OO0PboZcIWUWL7j2IyeoL,0.0137,0.463,225416,0.778,0.0529,5,0.463,-11.446,1,0.0803,132.012,4,0.0419
84,Brent Faiyaz,82,5VlTQnZO89Ioku8ssdbqJk,Dead Man Walking,spotify:artist:3tlXnStJ1fFhdScmQeLpuG,0.279,0.505,247080,0.267,0.0,9,0.096,-13.763,0,0.05,143.929,4,0.439
85,Armin van Buuren,19,7FXycQlLdBIyLlWJsVPacq,"A State Of Trance (ASOT 990) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 2",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.0421,0.661,33210,0.75,0.0,8,0.558,-6.312,1,0.315,62.444,3,0.767
86,CORPSE,83,7bCfHiRcfUjG0YVVNUL7Ve,E-GIRLS ARE RUINING MY LIFE!,spotify:artist:7yntSJ6uojO3z6GFUVwhAW,0.00161,0.614,105176,0.937,0.00136,1,0.103,-7.443,1,0.115,84.98,4,0.386
87,ALPHA 9,5,5LtANX8ca0GGH7dQFzoj9s,Dreams (Year in Review 2020),spotify:artist:6ckI88Ggj8DPe0TNAAVkjn,0.0231,0.542,225215,0.817,0.102,9,0.356,-9.22,0,0.0954,130.07,4,0.0598
88,Kid Cudi,81,30KctD1WsHKTIYczXjip5a,Tequila Shots,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,0.084,0.712,193293,0.556,5.04e-05,5,0.527,-7.214,0,0.0531,90.494,4,0.22
89,Armin van Buuren,19,5uWsTciqKP9yjq9VenPWyR,"A State Of Trance (ASOT 990) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 1",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.0145,0.566,35880,0.855,0.0,11,0.319,-6.645,0,0.31,133.16,3,0.615
90,Future,81,0k7wmahjkn389wAZdz19Cv,Drankin N Smokin,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,0.0421,0.752,213520,0.658,0.0,0,0.0927,-6.297,1,0.342,151.951,4,0.387
91,Sunny Lax,5,4VSJwOCe9bXhhL6uvFLKyd,Mother (Year in Review 2020),spotify:artist:0cCOt2mcZfspvOOhY8TdmD,0.0753,0.569,236216,0.789,0.0021,7,0.177,-9.427,1,0.0908,129.999,4,0.0588
92,Morgan Wallen,79,0SErdEdRcVX1uJCf1eTGYH,Somebody’s Problem,spotify:artist:4oUHIQIBe0LHzYfvXNW4QM,0.662,0.657,161773,0.54,0.0,5,0.123,-7.675,1,0.0287,136.97,4,0.625
93,Armin van Buuren,19,1AxwMvk5EA5rhcer0ZxIDx,"A State Of Trance (ASOT 990) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 3",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.00811,0.684,40010,0.822,0.0,6,0.367,-7.487,0,0.29,135.598,5,0.459
94,Ariana Grande,85,3UoULw70kMsiVXxW0L3A33,pov,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,0.36,0.487,201882,0.534,0.0,0,0.1,-5.664,0,0.0555,131.798,4,0.173
95,Ruben de Ronde,5,5uJa9d5z8ubof2RKDYmkPj,Neverlost (Year in Review 2020),spotify:artist:3q7BRw9D1DupXTONJdr94m,0.00128,0.602,184602,0.78,0.567,0,0.19,-8.741,1,0.0385,130.01,4,0.0916
96,DJ Khaled,85,6EDO9iiTtwNv6waLwa1UUq,POPSTAR (feat. Drake),spotify:artist:0QHgL1lAIqAw0HtD7YldmP,0.057,0.8,200221,0.56,0.0,5,0.134,-4.818,0,0.261,163.071,4,0.45
97,Year 200X,21,1xQvPFljQXA3GCK869ERvC,Ducktales (the Moon),spotify:artist:6JMGrupbzJZ3yuQhTGyeHr,0.000158,0.257,131253,0.72,0.821,7,0.157,-6.704,1,0.039,82.513,4,0.424
98,Pop Smoke,85,5rZlwNFl01HqLWBQGryKSm,Mood Swings (feat. Lil Tjay),spotify:artist:0eDvMgVFoNV3TpwtrVCoTj,0.487,0.48,213333,0.602,0.0,10,0.0848,-6.335,0,0.368,179.798,4,0.269
99,Arkham Knights,4,3ZeynwcyqmpG1yYbI6l4d6,Xposed (Year in Review 2020),spotify:artist:3WdwrzOYFNin96n7i4WXoh,0.0402,0.562,199633,0.852,0.828,3,0.185,-9.585,1,0.0486,134.693,4,0.0412
100,Chris Brown,84,1IIKrJVP1C9N7iPtG6eOsK,Go Crazy,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,0.316,0.755,176960,0.578,0.0,0,0.25,-8.932,0,0.145,94.148,4,0.581
101,Year 200X,18,4gpjBYc0lAkhYnmnfMeq4g,Zelda II (Title - Battle - Fairy - Palace),spotify:artist:6JMGrupbzJZ3yuQhTGyeHr,4.74e-05,0.118,386227,0.709,0.88,2,0.0709,-8.903,1,0.0631,73.763,4,0.141
102,blackbear,84,2mt1IqcFyY1zmYZT8Q3xw9,hot girl bummer,spotify:artist:2cFrymmkijnjDg9SS92EPM,0.125,0.782,188344,0.559,0.0,6,0.385,-7.106,0,0.0767,129.992,1,0.685
103,Tom Fall,5,6TH0oIxOV08GkIntJDsB6S,Arcadia (Year in Review 2020),spotify:artist:04w3KB8L2M9MqHtxVNYDTh,0.00231,0.41,117213,0.796,0.000174,11,0.9,-10.161,0,0.0426,131.027,4,0.11
104,KAROL G,94,7vrJn5hDSXRmdXoR30KgF1,BICHOTA,spotify:artist:790FomKkXshlbRYZFtlgla,0.212,0.863,178947,0.666,0.000493,1,0.103,-4.158,0,0.152,163.908,4,0.838
105,Year 200X,19,2pZDhsmGRSkRgWNfkDr70S,Ghosts N Goblins,spotify:artist:6JMGrupbzJZ3yuQhTGyeHr,4.15e-06,0.278,106973,0.788,0.967,7,0.0681,-8.439,1,0.0434,92.997,4,0.542
