,artist_name,popularity,track_id,track_name,uri,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
523,Megan Thee Stallion,74,1E3VQQWFQAPJkXfYHjqWoI,Captain Hook,spotify:artist:181bsRPaVXVlUKXrxwZfHK,0.0118,0.863,176750,0.633,0.0,10,0.285,-5.002,0,0.287,163.991,4,0.545
524,Greg Sletteland,23,1QD7KtRE3D1IUHhPsSRpz5,I Have a Dream (Deep House Dance Party Remix),spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,0.0119,0.809,141640,0.869,0.837,7,0.0913,-7.856,1,0.0509,122.01,4,0.971
525,Keith Urban,76,5NUXE8W12lWcUXgJRCjeEw,One Too Many,spotify:artist:0u2FHSq3ln94y5Q57xazwf,0.247,0.697,203893,0.535,0.0,4,0.569,-6.504,1,0.068,82.959,4,0.594
526,Greg Sletteland,23,0VoyCzfd4M5p23pu5HL1Vy,Can't Stop This Feeling (Deep House Dance Party Remix),spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,0.00839,0.637,185803,0.581,0.0777,8,0.114,-10.073,0,0.0553,123.912,4,0.488
527,Justin Bieber,79,364dI1bYnvamSnBJ8JcNzN,Intentions,spotify:artist:1uNFoZAHBGtllmzznpCI3s,0.317,0.811,212869,0.553,0.0,9,0.105,-6.644,1,0.0552,148.014,4,0.86
528,Greg Sletteland,23,6qRpJ9vJlSppO07xPJPv8k,Light It Up (Chill Electronic Music Remix),spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,0.00012,0.769,193548,0.818,0.888,7,0.153,-9.66,1,0.0526,124.006,4,0.49
529,The Kid LAROI,75,3jlxX3VXPiY3lvBBbppQD3,TELL ME WHY,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,0.109,0.6,195268,0.723,0.0,6,0.167,-4.928,0,0.158,149.881,4,0.463
530,Greg Sletteland,23,7puPB5ixFOkP7nYysVqCU1,Oh Baby Baby (Electronic Dance Party Remix),spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,0.000427,0.802,219257,0.703,0.182,1,0.0878,-10.408,1,0.0412,116.007,4,0.885
531,BTS,81,0n2moJpAEWHwaPYYjkzMDl,Blue & Grey,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,0.42,0.547,254950,0.605,0.0,8,0.125,-6.755,1,0.0415,121.953,4,0.364
532,Greg Sletteland,23,4iVUdetI0cQ4cOmuvGEyuA,Feel Love in the Music (Chill Electronic Music Remix),spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,0.27,0.853,185805,0.381,0.95,7,0.108,-11.549,1,0.0552,123.994,4,0.288
533,Dua Lipa,83,017PF4Q3l4DBUiWoXk4OWT,Break My Heart,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,0.167,0.73,221820,0.729,1.39e-06,4,0.349,-3.434,0,0.0883,113.013,4,0.467
534,Greg Sletteland,22,3DkpThpq5Nos0vy1cCgQ4e,Can We Take This to the Next Level (Fitness Workout Music Remix),spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,0.151,0.636,187510,0.752,0.604,2,0.0934,-9.619,1,0.0409,128.022,4,0.847
535,Kid Cudi,74,6myUpr3GDR80Dg3zqNTmmG,Another Day,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,0.556,0.646,199787,0.758,0.00316,4,0.335,-7.75,0,0.0708,172.995,4,0.0642
536,Greg Sletteland,23,5LJ3F6BPFfwpjbzYQN2cIx,One More Time Hands up Hollywood (Electronic Dance Party Remix),spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,0.000332,0.69,254977,0.711,0.0889,4,0.109,-10.146,0,0.0406,128.002,4,0.373
537,Ariana Grande,76,0sci7ppTZFm4mjcH3nu8yO,nasty,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,0.0814,0.772,200733,0.506,1.1e-05,6,0.182,-6.558,0,0.139,127.894,4,0.456
538,Greg Sletteland,22,6LlzRIPofOK1QDVQOomrpo,Follow Me (Chill Electronic Music Remix),spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,0.0349,0.739,216774,0.658,0.852,7,0.111,-11.04,1,0.0362,124.033,3,0.344
539,Giveon,77,3FAJ6O0NOHQV8Mc5Ri6ENp,HEARTBREAK ANNIVERSARY,spotify:artist:4fxd5Ee7UefO4CUXgwJ7IP,0.527,0.451,198371,0.462,0.0,0,0.303,-8.962,1,0.0782,89.174,3,0.533
540,Greg Sletteland,22,7CRAq7uALKmK3CDSMzpP39,I Just Want You Baby (Chill Electronic Music Remix),spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,0.403,0.738,201295,0.888,0.926,10,0.0944,-8.254,0,0.0342,124.058,4,0.918
541,Dua Lipa,83,3PfIrDoz19wz7qK7tYeu62,Don't Start Now,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,0.0123,0.793,183290,0.793,0.0,11,0.0951,-4.521,0,0.083,123.95,4,0.679
542,Greg Sletteland,23,20vk0FBPnnUXC4wjfMF9Zd,Thinking About You (Chill Deep House Remix),spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,0.0573,0.644,205724,0.983,0.913,6,0.0882,-9.058,0,0.0385,124.999,4,0.655
543,Aly & AJ,73,2ieu0FHqTpBUrMoCFVL3cb,Potential Breakup Song,spotify:artist:5wugb0kaq0J6nyQ5Xgd17i,0.000469,0.554,218333,0.899,0.000365,6,0.0867,-4.149,0,0.0385,157.995,4,0.556
544,Greg Sletteland,23,3HFBPDn9PDxqjqLzaolPrw,All My Life (Chill Electronic Music Remix),spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,0.0868,0.648,240004,0.774,0.41,7,0.309,-7.61,0,0.033,127.977,4,0.732
545,Chris Stapleton,73,2UikqkwBv7aIvlixeVXHWt,You Should Probably Leave,spotify:artist:4YLtscXsxbVgi031ovDDdh,0.268,0.602,213493,0.477,3.1e-05,9,0.173,-8.425,1,0.032,183.89,4,0.552
546,Greg Sletteland,23,1JjUJUycDSFvZK0iWGWFW9,Baby You're One of a Kind (Chill Electronic Music Remix),spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,4.71e-05,0.728,230221,0.589,0.56,7,0.0627,-11.947,1,0.0463,125.023,4,0.637
547,Brent Faiyaz,74,2CzUlaKN1mvb0szagSR3ux,Fuck The World (Summer in London),spotify:artist:3tlXnStJ1fFhdScmQeLpuG,0.873,0.679,236704,0.281,0.00335,3,0.215,-15.506,0,0.184,74.996,4,0.234
548,Greg Sletteland,23,5uDdlGnNidP0iBOiWPhhPz,I Can Feel the Love from You (Deep House Dance Party Remix),spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,0.00695,0.753,188864,0.913,0.197,3,0.144,-7.479,0,0.0333,121.97,4,0.951
549,Frances Forever,77,7FjIYiD53wxlQmzTT6Wdpf,Space Girl,spotify:artist:5uuqghaOBgtv92jDyDveQl,0.32,0.67,231429,0.399,0.000126,9,0.38,-9.137,1,0.0306,125.981,4,0.211
550,Greg Sletteland,23,3YheyJ5hmE5119nBnGCt9W,Two Hearts All In (Deep House Dance Party Remix),spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,0.000856,0.81,208001,0.689,0.924,4,0.154,-9.962,0,0.0618,119.983,4,0.43
551,Kane Brown,72,4RN6OApAESI3Sh0gf5iuAM,Worship You,spotify:artist:3oSJ7TBVCWMDMiYjXNiCKE,0.388,0.63,205747,0.496,0.0,8,0.088,-7.011,1,0.0329,78.024,4,0.387
552,Greg Sletteland,23,2Gl0xdYcjTkMnqEm687VZB,Lose My Defenses (Yoga & Pilates Chill Electronic Music Remix),spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,0.0875,0.707,185807,0.426,0.935,3,0.109,-13.768,0,0.0384,124.018,4,0.665
553,Giveon,75,08HPWLi0YmRUStJzkQ1ffh,Stuck On You,spotify:artist:4fxd5Ee7UefO4CUXgwJ7IP,0.161,0.599,205116,0.449,2.66e-05,7,0.107,-7.423,1,0.0529,158.0,3,0.143
554,Greg Sletteland,22,4y3SXCuVXO8fj0BTSUzvy6,Let's Play (Deep House Dance Party Remix),spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,0.125,0.748,185799,0.564,0.882,10,0.102,-12.203,0,0.0527,124.005,4,0.421
555,"Tyler, The Creator",75,3jHdKaLCkuNEkWcLVmQPCX,BEST INTEREST,spotify:artist:4V8LLVI7PbaPR0K2TGSxFF,0.0861,0.596,127921,0.575,0.000153,11,0.334,-8.325,0,0.0514,98.265,3,0.34
556,Greg Sletteland,23,01JYQhAS2nLXSdwVlB3nM7,The DJ Played My Favorite Song (Deep House Dance Party Remix),spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,0.194,0.802,232257,0.781,0.898,2,0.0971,-12.706,1,0.0482,123.995,4,0.961
557,The Kid LAROI,76,1EWkw4Fa6IlnsAihLUlFFM,WRONG (feat. Lil Mosey),spotify:artist:2tIP7SsRs7vjIcLrU85W8J,0.038,0.389,183567,0.768,0.0,1,0.119,-4.765,1,0.256,90.146,4,0.334
558,Greg Sletteland,23,56tHWxun34uJ4atMqfjUek,Paradise Like Islands in the Sky (Deep House Dance Party Remix),spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,0.00639,0.832,185806,0.55,0.25,9,0.108,-10.166,1,0.171,124.019,4,0.546
559,Tyla Yaweh,76,5QZKcQDp0tCcvMdyqEciBV,Tommy Lee (feat. Post Malone),spotify:artist:1MXZ0hsGic96dWRDKwAwdr,0.218,0.457,224638,0.621,0.0,10,0.0944,-5.923,1,0.138,85.359,3,0.634
560,Greg Sletteland,23,6wccYNxf7oQlLj3hhBbIno,My Body Is so into You (Deep House Dance Party Remix),spotify:artist:1UiwiBUiZQ4JkuSNnlSOmB,0.000225,0.615,216774,0.921,0.823,10,0.125,-10.569,0,0.0403,124.009,4,0.519
561,Blake Shelton,72,2DwbFtfC6sXBiVDPmju8Dd,Happy Anywhere (feat. Gwen Stefani),spotify:artist:1UTPBmNbXNTittyMJrNkvw,0.1,0.538,170173,0.745,0.0,8,0.063,-5.774,1,0.0387,165.755,4,0.669
562,Armin van Buuren,28,1xEXCHn6ZRRcd205Z40OgV,A State Of Trance (ASOT 996) - Armin's Highlight Of The Year,spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.00289,0.49,37370,0.643,5.33e-05,7,0.219,-7.272,1,0.0682,125.421,1,0.92
563,salem ilese,81,7aGyRfJWtLqgJaZoG9lJhE,Mad at Disney,spotify:artist:3QJUFtGBGL05vo0kCJZsmT,0.424,0.738,136839,0.621,7.39e-06,0,0.692,-7.313,1,0.0486,113.968,4,0.715
564,Aurosonic,32,7IoN17iufwxAjLSMr08cpS,Nothing Lasts (Mixed) - Progressive Mix,spotify:artist:1UkK91RiLw3FonVedbAVA1,0.00177,0.549,405987,0.963,0.199,5,0.384,-4.411,1,0.056,124.372,4,0.172
565,Bad Bunny,80,69vlMrzHwATKzupwNcUPyK,La Santa,spotify:artist:4q3ewBCX7sLwd24euuV69X,0.0326,0.744,206420,0.868,0.0,1,0.0822,-4.524,1,0.047,93.037,4,0.586
566,Atomic Pulse,22,1wC22lnuNrNK4hPutsrjDW,Mateluna 2020,spotify:artist:6doAJmQHlyJKfoJZtFJW8U,0.0218,0.558,443586,0.96,0.875,6,0.656,-8.103,1,0.059,145.025,4,0.309
567,KAROL G,86,7x4ASXYEKfQBCewcZhK776,"Ay, DiOs Mío!",spotify:artist:790FomKkXshlbRYZFtlgla,0.512,0.718,189653,0.712,0.00121,11,0.104,-4.366,1,0.174,180.034,4,0.531
568,Workout Music ,31,3pdMC0tmADHu6jsZh6v5BD,Dance Monkey (Remix),spotify:artist:5njMahLKD1tLJ5bejvqseV,0.00407,0.777,262520,0.661,0.613,6,0.0643,-8.186,0,0.054,128.015,4,0.885
569,Ozzy Osbourne,76,7ACxUo21jtTHzy7ZEV56vU,Crazy Train,spotify:artist:6ZLTlhejhndI4Rh53vYhrY,0.408,0.454,293183,0.913,0.000271,9,0.248,-4.008,1,0.107,137.688,4,0.521
570,Neily Blnz,17,3TtbYIK3bLlnaOdz8J8heG,Yearly Review 2020,spotify:artist:1ztlIOQBusb3XleH1Y9dMs,0.469,0.554,172748,0.536,0.0,1,0.179,-10.286,1,0.383,103.785,4,0.409
571,Claire Rosinkranz,77,04F42oEuKrRComYJfJuyVR,Backyard Boy,spotify:artist:3V0ZQW0dNuVaFtbVYgSI24,0.323,0.817,129241,0.635,0.0,5,0.0738,-7.246,1,0.163,138.015,4,0.454
572,Armin van Buuren,25,0Mr0cA15GVkGlUnusJkvmq,A State Of Trance (ASOT 994) - A State Of Trance Year Mix 2020 Contest,spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.0345,0.607,32880,0.742,0.0,1,0.763,-7.566,1,0.303,130.064,3,0.769
573,Khalid,79,0TrPqhAMoaKUFLR7iYDokf,Know Your Worth,spotify:artist:6LuN9FCkKOj5PcnpouEgny,0.145,0.79,181436,0.694,0.00252,9,0.281,-7.726,0,0.0708,103.007,4,0.508
574,Liam Wilson,30,5pJGhSJ1xfVJ22eDNWdjhb,At That Point In Time - Mixed,spotify:artist:0cR6WdZTvQ829SkErzUZOC,0.000703,0.405,271134,0.956,0.71,6,0.371,-9.464,1,0.045,141.547,4,0.227
575,Rod Wave,73,1ENdcyhqdylaLsPVgB83qq,Rags2Riches (feat. ATR Son Son),spotify:artist:45TgXXqMDdF8BkjA83OM7z,0.294,0.904,167184,0.252,0.0,5,0.104,-17.54,0,0.11,117.994,4,0.227
576,Max Off Melrose,18,14QFphap5FUEvbp6kaPG6Z,Worst Year of My Life (2020),spotify:artist:45Ew8xeXasdJSoYs6slxWt,0.191,0.744,118571,0.419,0.0,10,0.0722,-11.404,1,0.0492,126.092,4,0.478
577,Chris Young,72,4iXDn9pu5Q9sxv45vE8Lak,Famous Friends,spotify:artist:4BYxqVkZyFjtik7crYLg5Q,0.0553,0.533,165569,0.855,0.0,6,0.335,-2.901,1,0.0356,102.017,4,0.64
578,"Joseph Hellmesberger, Jr.",30,6vexgDtC2T4CK8xeAf4k6N,Gavotte,spotify:artist:7k9vGxixuXBoIo2AtRmCWG,0.966,0.306,293867,0.0832,0.802,9,0.1,-25.53,1,0.0396,140.997,4,0.257
579,Bad Bunny,80,6NfrH0ANGmgBXyxgV2PeXt,La Difícil,spotify:artist:4q3ewBCX7sLwd24euuV69X,0.0861,0.685,163084,0.848,7.14e-06,8,0.0783,-4.561,0,0.0858,179.87,4,0.761
580,Armin van Buuren,27,4COHTtrtPAcSIQia0cxQ8R,A State Of Trance (ASOT 996) - Last Show Of The Year,spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.144,0.639,34760,0.737,0.0,11,0.378,-7.332,0,0.322,134.801,3,0.926
581,Mac Miller,75,2hwOoMtWPtTSSn6WHV7Vp5,Blue World,spotify:artist:4LLpKhyESsyAXpc4laK94U,0.389,0.742,209440,0.553,0.0,8,0.0694,-8.98,1,0.419,84.931,4,0.508
582,Armin van Buuren,31,5MaBh7FpMWKW6m3Reh38O8,A State Of Trance (ASOT 997) - Intro,spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.00071,0.241,45297,0.88,0.000139,1,0.528,-6.867,1,0.211,138.286,4,0.565
583,Darius Rucker,72,36ISlLb12gKuCCVTYXC0gb,Beers And Sunshine,spotify:artist:7FY5V3XMwlNBPitEjXowHQ,0.134,0.57,178279,0.645,0.0,5,0.147,-5.816,1,0.0304,81.084,4,0.677
584,Armin van Buuren,26,02KoPajd6lpRS0tmdJJluL,A State Of Trance (ASOT 996) - Tune Of The Year Top 10,spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.0689,0.591,31400,0.625,0.0,0,0.672,-7.557,1,0.308,107.444,3,0.625
585,21 Savage,73,6pcywuOeGGWeOQzdUyti6k,Glock In My Lap,spotify:artist:1URnnhqYAYcrqrcwql10ft,0.00574,0.847,193591,0.733,1.04e-05,10,0.151,-6.439,0,0.16,130.029,4,0.202
586,Armin van Buuren,26,1RARQvFf3U9QPMSMNhD62n,A State Of Trance (ASOT 996) - Special Video Year Mix,spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.207,0.685,35900,0.698,0.0,4,0.785,-7.145,0,0.175,92.377,3,0.783
587,Ozuna,87,5y7DaS3jAc9eZzcSOoUIwU,Una Locura,spotify:artist:1i8SpTcr7yvPOmcqrbnVXY,0.139,0.714,230693,0.761,0.00035,5,0.241,-4.596,0,0.0427,168.022,4,0.906
588,RandomBeats,13,4IBRml6kr1Hz7Y6pewiA7T,Year In Gaming 2020,spotify:artist:73VO0ncAlT1yAWhpzVQlOy,0.629,0.705,213000,0.707,0.0,9,0.0548,-9.757,1,0.365,108.121,4,0.676
589,Taylor Swift,74,35rdVq36LMHQX0Suw9a6tK,closure,spotify:artist:06HL4z0CvFAxyc27GXpf02,0.835,0.689,180653,0.704,4.83e-06,9,0.134,-10.813,1,0.245,151.884,5,0.92
590,Armin van Buuren,26,7tH6tGz6cQtpYReqHTlyjN,"A State Of Trance (ASOT 996) - Tune Of The Year 2019 Top 3, Pt. 2",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.00499,0.397,36500,0.638,0.0,2,0.364,-7.256,1,0.176,134.284,1,0.677
591,H.E.R.,73,0KS2h61pHQ4WmOwruD7uxD,Damage,spotify:artist:3Y7RZ31TRPVadSFVy1o8os,0.113,0.646,223415,0.696,0.0,1,0.115,-6.505,1,0.065,81.336,4,0.18
592,Years & Years,23,4VEByNkzYJ8rPVtaDQbiU9,Breathe,spotify:artist:5vBSrE1xujD2FXYRarbAXc,0.222,0.746,233228,0.486,1.38e-06,10,0.123,-7.004,1,0.0344,92.018,4,0.417
593,Ariana Grande,76,14gkWVFMwdxBMyqBw1wmIg,safety net (feat. Ty Dolla $ign),spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,0.0703,0.552,208457,0.599,0.0,1,0.0986,-5.75,0,0.0404,161.884,4,0.0916
594,Armin van Buuren,26,7Kh32CyazzTdVEBXjKINVO,"A State Of Trance (ASOT 996) - Tune Of The Year 2019 Top 3, Pt. 1",spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.0236,0.542,33800,0.794,0.0,7,0.148,-6.413,1,0.303,143.377,3,0.81
595,Eslabon Armado,76,6WYB1odDfMPVMyp1QxFInT,Con Tus Besos,spotify:artist:0XeEobZplHxzM9QzFQWLiR,0.335,0.681,226821,0.664,0.0,6,0.0418,-8.019,0,0.0353,102.166,3,0.861
596,Above & Beyond,31,1gULRv2VeyJJ0PRXoaydW6,Reverie - Above & Beyond Club Mix,spotify:artist:10gzBoINW3cLJfZUka8Zoe,0.00742,0.453,232272,0.756,0.0648,6,0.0555,-7.753,1,0.0472,127.899,4,0.0557
597,FLETCHER,75,5Z0AM9HW78XIyZqF2BPasr,Bitter,spotify:artist:5qa31A9HySw3T7MKWI9bGg,0.393,0.724,194750,0.594,0.00116,6,0.0889,-7.126,0,0.102,136.002,4,0.413
598,Workout Music ,28,3AhAFvMHvMcREIQ4BnMNIf,Senorita (Remix),spotify:artist:5njMahLKD1tLJ5bejvqseV,0.0179,0.649,270013,0.929,0.0252,0,0.164,-4.904,1,0.0532,127.971,4,0.901
599,Playboi Carti,73,1BpKJw4RZxaFB88NE5uxXf,ILoveUIHateU,spotify:artist:699OTQXzgjhIYAHMy9RyPD,0.00534,0.684,135122,0.693,0.0,4,0.506,-6.651,0,0.0339,134.988,4,0.108
600,Leaving Laurel,24,0eZPeiMttWBveKreWHLjhI,sometimes it’s scary…but it’s still you and me - Mixed,spotify:artist:2Tz2klWNZNGyvOMr8gT98t,0.00419,0.748,379464,0.787,0.81,6,0.159,-6.613,1,0.067,124.012,4,0.112
601,Jordan Davis,71,0vK1vDEvEMvSpFEKW62Qub,Lose You,spotify:artist:77kULmXAQ6vWer7IIHdGzI,0.209,0.649,203322,0.64,0.000532,6,0.0965,-6.09,1,0.0352,94.957,4,0.42
602,Aly & Fila,31,2inBkyRhXyvSmzq7V4HVnx,Somebody Loves You (with Plumb),spotify:artist:2hL1EouqXLtBEB6JKnPF0h,0.00379,0.422,250286,0.959,0.0376,1,0.318,-4.39,1,0.0431,140.018,4,0.245
603,Juice WRLD,74,4PPLJAEYBSOcnzr9TZoqf9,Can't Die,spotify:artist:4MCBfE4596Uoi2O4DtmEMz,0.0222,0.652,182922,0.671,0.0,2,0.107,-5.89,1,0.0756,84.008,4,0.274
604,Armin van Buuren,23,3wm1LwTXsC26RR1gEhmnlk,A State Of Trance (ASOT 993) - Pre-Order: A State Of Trance Year Mix 2020,spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.147,0.623,31710,0.683,0.0,11,0.627,-7.228,0,0.34,135.12,3,0.747
605,Freddie Gibbs,73,4wmZtoif8SGm7PDqgKrEXr,4 Thangs (feat. Big Sean & Hit-Boy),spotify:artist:0Y4inQK6OespitzD6ijMwb,0.0547,0.813,104912,0.557,0.0,10,0.128,-6.655,0,0.133,83.012,4,0.764
606,Workout Music ,29,1hvRlX91ePZGi8c5K4JdqL,Don't Start Now (Remix),spotify:artist:5njMahLKD1tLJ5bejvqseV,0.00596,0.781,270000,0.754,0.0667,0,0.0246,-4.927,0,0.0904,127.983,4,0.96
607,Taylor Swift,75,3hUxzQpSfdDqwM3ZTFQY0K,august,spotify:artist:06HL4z0CvFAxyc27GXpf02,0.538,0.532,261923,0.623,7.28e-05,5,0.0925,-9.208,1,0.0331,89.937,4,0.403
608,Alex Metric,24,6UtisDGlS9rFAXwNRIpRI8,Upswing - Mixed,spotify:artist:6RDNTAgm2s6ae71nXWGnJD,0.548,0.726,317035,0.909,0.667,11,0.145,-5.259,1,0.0483,121.01,4,0.711
609,Ryan Hurd,71,3t2xlkvPsrcyia0eBaCZ53,Every Other Memory,spotify:artist:7lDVEkjIURPMyUYwoQRrpw,0.000475,0.633,219193,0.732,0.0,0,0.108,-6.995,1,0.0351,103.019,4,0.515
610,Cristoph,20,45Bq5hF3GurkNB9tzpibza,Big H 2020 - Mixed,spotify:artist:532SqCIYmJyXEdEiCJLgYG,0.00313,0.629,369042,0.919,0.834,4,0.203,-6.595,0,0.0415,124.881,4,0.176
611,Luke Bryan,71,6QpZSfLid1YZ6c01BvB5jH,Down To One,spotify:artist:0BvkDsjIUla7X0k6CSWh1I,0.358,0.62,221633,0.776,4.31e-05,8,0.11,-4.109,1,0.0365,93.963,4,0.551
612,The Brothers Gillespie,15,4iw1IrgiSQ6J5UJpfQJsRD,Pandemic Love or the Year Without a Spring (Live in Johnson City 10/30/2020),spotify:artist:0Qzs6k37sHst4PoLSzJFVW,0.000868,0.39,159194,0.467,6.06e-05,9,0.34,-11.264,1,0.0355,140.986,3,0.277
613,Jay Wheeler,87,4HYDUMY0xSpeBr0AMY9cUz,La Curiosidad,spotify:artist:2cPqdH7XMvwaBJEVjheH8g,0.269,0.845,219048,0.677,0.000917,11,0.108,-4.798,0,0.136,90.013,4,0.68
614,Yotto,24,0qvbTWuAHz8ZwqEGX6ONvF,Another Riff For The Good Times - Mixed,spotify:artist:5Dyfxq0ZrFjjeFBdSNxDbo,0.0114,0.752,317168,0.771,0.844,10,0.118,-6.035,0,0.0505,121.042,4,0.195
615,BLACKPINK,79,4Ws314Ylb27BVsvlZOy30C,Lovesick Girls,spotify:artist:41MozSoPIsD1dJM0CLPjZF,0.00668,0.658,192760,0.733,0.0,6,0.118,-4.756,1,0.0586,127.977,4,0.464
616,Assaf,29,01bxMdpn9t2FWsyXMbZUOe,Lost At Sea,spotify:artist:7gXSiMI9ru3Y4eoAtXFVtI,0.00109,0.691,228571,0.763,0.123,5,0.12,-6.462,1,0.0356,126.011,4,0.123
617,Playboi Carti,73,7ejepEh5DJ79YI6owGRfkk,New N3on,spotify:artist:699OTQXzgjhIYAHMy9RyPD,0.0631,0.888,116361,0.833,0.0,6,0.106,-6.546,0,0.0737,130.054,4,0.948
618,Armin van Buuren,30,2c07kosP5G3qP4vHhwoUMT,In And Out Of Love - ilan Bluestone & Maor Levi Remix,spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,0.0193,0.352,263432,0.736,1.98e-05,1,0.36,-4.781,1,0.13,129.987,4,0.102
619,Migos,73,6mtjo5kIHKlboGE84lf1FJ,Need It,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,0.0313,0.852,195681,0.745,0.0,11,0.0824,-3.667,0,0.171,148.007,4,0.897
620,Above & Beyond,29,4SI1yGSThNxNsX9cQjbUjH,Blue Monday,spotify:artist:10gzBoINW3cLJfZUka8Zoe,0.00441,0.649,252920,0.893,0.42,7,0.252,-5.641,1,0.0349,130.034,4,0.372
621,Sista Prod,77,0qUcpOOna3kkrwfqky85e1,Eyes Blue Like The Atlantic (feat. Subvrbs),spotify:artist:7cSbcJTJBBSXDjRNR2qD61,0.608,0.768,154599,0.339,0.000956,0,0.261,-13.169,1,0.777,76.229,4,0.568
622,Above & Beyond,30,20Qt3MThCKVo2CSyKDJq2i,Diving Out Of Love,spotify:artist:10gzBoINW3cLJfZUka8Zoe,0.0669,0.478,247273,0.885,0.566,1,0.347,-7.595,0,0.0319,131.963,4,0.214
623,Bad Bunny,79,0tjZv2hChdHZCW1zFXpy1J,HOY COBRÉ,spotify:artist:4q3ewBCX7sLwd24euuV69X,0.0464,0.86,162151,0.725,9.1e-05,11,0.0994,-6.7,1,0.249,145.001,4,0.375
624,Gareth Emery,29,3l8q87pQxV4YT4fm8LIqsh,Yesterday,spotify:artist:0hprEC0nsWuQPSHag1O2Vi,0.282,0.512,199500,0.697,0.000108,0,0.206,-4.352,0,0.0427,129.893,4,0.296
625,Moneybagg Yo,73,7HbnX1fxCAoPa7nRVFSEFW,Said Sum (feat. City Girls & DaBaby) - Remix,spotify:artist:3tJoFztHeIJkJWMrx0td2f,0.0168,0.913,177704,0.625,0.0,10,0.125,-6.901,0,0.334,126.915,4,0.298
626,Rezident,23,421ZVZqF2Ct7R5MqsJX3J8,Pure - Mixed,spotify:artist:0hzZTaZ59eR5lESXHRVgkc,0.0232,0.55,220575,0.709,0.858,8,0.612,-8.185,1,0.0415,118.074,4,0.145
627,iann dior,76,6CN7FuZ7o1xle9TNxApGeQ,Holding On,spotify:artist:6ASri4ePR7RlsvIQgWPJpS,0.0599,0.706,126444,0.76,1.46e-06,8,0.202,-4.702,1,0.0369,95.499,4,0.564
628,Whitesnake,24,05ab5MZw1beOMcRH25St2W,Best Years - 2020 Remix,spotify:artist:3UbyYnvNIT5DFXU4WgiGpP,0.00107,0.273,316159,0.995,0.00433,4,0.215,-3.171,0,0.136,104.948,3,0.317
629,Gabby Barrett,71,3hLuHKzG1cmlRpq53ZVWd8,The Good Ones,spotify:artist:6Iz3eq2aQGFf7TbGT2iahL,0.18,0.519,215141,0.552,0.0,2,0.149,-5.023,1,0.0259,89.957,4,0.331
630,Moon Boots,23,0yLcHTqnrU2v8l0Tx3aSTy,Tied Up - Kenny Dope Remix (Mixed),spotify:artist:3cIXmCH7iNcslTbwrwS7zy,0.0253,0.69,428198,0.943,0.796,5,0.119,-5.483,0,0.0527,123.811,4,0.817
631,Stellar,77,3Pj6u2KTgepyyidp5xfbHp,Ashes,spotify:artist:5yw4tA8D5uG7tT3NaDvq10,0.0947,0.712,166356,0.568,0.0,5,0.169,-7.864,0,0.0546,130.019,4,0.46
632,Workout Music ,25,2TSUxzMC1BPOs85maWSQRn,Memories (Remix),spotify:artist:5njMahLKD1tLJ5bejvqseV,0.0548,0.841,256440,0.915,0.0159,11,0.0575,-5.961,1,0.0649,127.992,4,0.977
